PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID;
PinAligner.PinAlignDevParameters.PinAlignInterval.DieInterval;577;Pin Align Die Interval;Gordon;;10024001;;0;0;1;1;Die interval for pin alignment process;;
PinAligner.PinAlignDevParameters.PinAlignInterval.TimeInterval;580;Pin Align Time Interval;Gordon;;10024001;;0;0;1;1;Time interval for pin alignment process;;
PinAligner.PinAlignDevParameters.PinAlignInterval.UseDieInterval;581;Pin Die Interval Enable;Gordon;;10024001;;0;0;1;1;Enable/Disable die interval for pin alignment process;;
PinAligner.PinAlignDevParameters.PinAlignInterval.UseTimeInterval;582;Pin Time Interval Enable;Gordon;;10024001;;0;0;1;1;Enable/Disable time interval for pin alignment process;;
PinAligner.PinAlignDevParameters.PinAlignInterval.UseWaferInterval;583;Pin Wafer Interval Enable;Gordon;;10024001;;0;0;1;1;Enable/Disable wafer interval for pin alignment process;;
PinAligner.PinAlignDevParameters.PinAlignInterval.WaferIntervalCount;584;;;;;;0;0;0;0;;;
PinAligner.PinAlignDevParameters.PinAlignMode;585;PinAlignMode;Gordon;;10021001;;0;0;-1;-1;Select image processing type for pin alignment (Real / Emulation);;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].CardCenterToleranceX;586;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].CardCenterToleranceY;587;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].CardCenterToleranceZ;588;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].EachPinToleranceX;589;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].EachPinToleranceY;590;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].EachPinToleranceZ;591;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].MinMaxZDiffLimit;593;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].PinCount;594;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].SamplePinAlignmentPinCount;595;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].SamplePinToleranceX;596;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].SamplePinToleranceY;597;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[0].SamplePinToleranceZ;598;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].CardCenterToleranceX;602;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].CardCenterToleranceY;603;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].CardCenterToleranceZ;604;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].EachPinToleranceX;605;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].EachPinToleranceY;606;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].EachPinToleranceZ;607;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].MinMaxZDiffLimit;609;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].PinCount;610;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].SamplePinAlignmentPinCount;611;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].SamplePinToleranceX;612;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].SamplePinToleranceY;613;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[1].SamplePinToleranceZ;614;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].CardCenterToleranceX;618;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].CardCenterToleranceY;619;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].CardCenterToleranceZ;620;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].EachPinToleranceX;621;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].EachPinToleranceY;622;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].EachPinToleranceZ;623;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].MinMaxZDiffLimit;625;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].PinCount;626;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].SamplePinAlignmentPinCount;627;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].SamplePinToleranceX;628;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].SamplePinToleranceY;629;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[2].SamplePinToleranceZ;630;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].CardCenterToleranceX;634;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].CardCenterToleranceY;635;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].CardCenterToleranceZ;636;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].EachPinToleranceX;637;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].EachPinToleranceY;638;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].EachPinToleranceZ;639;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].MinMaxZDiffLimit;641;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].PinCount;642;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].SamplePinAlignmentPinCount;643;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].SamplePinToleranceX;644;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].SamplePinToleranceY;645;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[3].SamplePinToleranceZ;646;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].CardCenterToleranceX;650;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].CardCenterToleranceY;651;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].CardCenterToleranceZ;652;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].EachPinToleranceX;653;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].EachPinToleranceY;654;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].EachPinToleranceZ;655;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].MinMaxZDiffLimit;657;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].PinCount;658;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].SamplePinAlignmentPinCount;659;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].SamplePinToleranceX;660;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].SamplePinToleranceY;661;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[4].SamplePinToleranceZ;662;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].CardCenterToleranceX;666;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].CardCenterToleranceY;667;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].CardCenterToleranceZ;668;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].EachPinToleranceX;669;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].EachPinToleranceY;670;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].EachPinToleranceZ;671;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].MinMaxZDiffLimit;673;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].PinCount;674;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].SamplePinAlignmentPinCount;675;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].SamplePinToleranceX;676;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].SamplePinToleranceY;677;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[5].SamplePinToleranceZ;678;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].CardCenterToleranceX;682;Pin Align Card Center Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].CardCenterToleranceY;683;Pin Align Card Center Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].CardCenterToleranceZ;684;Pin Align Card Center Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of probecard center position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].EachPinToleranceX;685;Pin Align Each Pos Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position X;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].EachPinToleranceY;686;Pin Align Each Pos Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Y;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].EachPinToleranceZ;687;Pin Align Each Pos Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of individual pin position Z;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].MinMaxZDiffLimit;689;Pin Align Min/Max Height Tolerance;Gordon;;10025001;micron;0;10000;1;1;Tolerance of maximum height difference in pin alignment result;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].PinCount;690;Processing Pin Count;Gordon;;10025001;;1;10000;1;1;Number of pin that will be proceed in alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].SamplePinAlignmentPinCount;691;Sample Pin Count;Gordon;;10025001;;0;10000;1;1;Number of pin that will be proceed in sample alignment process;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].SamplePinToleranceX;692;Pin Align Sample Pin Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance X in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].SamplePinToleranceY;693;Pin Align Sample Pin Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Y in sample alignment;;
PinAligner.PinAlignDevParameters.PinAlignSettignParameter[6].SamplePinToleranceZ;694;Pin Align Sample Pin Tolerance Z;Gordon;;10025001;micron;0;10000;1;1;Tolerance of pin position tolerance Z in sample alignment;;
PinAligner.PinAlignDevParameters.PinFocusingRange;698;Focusing Range;UNKNOWN;;10021001;micron;0;0;0;0;PinFocusingRange;;
PinAligner.PinAlignDevParameters.PinHeight;699;Pin Height;Tony;;;;0;0;0;0;;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.EachPatternToleranceX;700;EachPatternToleranceX;UNKNOWN;;10027001;;0;0;-2;-2;EachPatternToleranceX;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.EachPatternToleranceY;701;EachPatternToleranceY;UNKNOWN;;10027001;;0;0;-2;-2;EachPatternToleranceY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.EachPatternToleranceZ;702;EachPatternToleranceZ;UNKNOWN;;10027001;;0;0;-2;-2;EachPatternToleranceZ;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.MaximumEachPatternCount;703;MaximumEachPatternCount;UNKNOWN;;10027001;;0;0;-2;-2;MaximumEachPatternCount;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.MaxMatchingScore;704;Pattern Matching Acceptance For Pin Low;UNKNOWN;;10022001;%;40;100;1;1;Pattern matching acceptance;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.MinMatchingScore;705;Pattern Matching Certainty For Pin Low;UNKNOWN;;10022001;%;100;100;1;-1;Pattern matching certainty;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PatternDistanceTolerance;706;PatternDistanceTolerance;UNKNOWN;;10027001;;0;0;-2;-2;PatternDistanceTolerance;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].CamType;530;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PatternState;1098;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.MaskFilePath;1096;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.ModelFilePath;1095;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.PatternFileExtension;1097;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.PattHeight;534;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.PattWidth;533;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.PMAcceptance;531;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].PMParameter.PMCertainty;532;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].T;1102;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].X;1099;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].Y;1100;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[0].Z;1101;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].CamType;1103;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PatternState;1111;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.MaskFilePath;1109;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.ModelFilePath;1108;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.PatternFileExtension;1110;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.PattHeight;1107;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.PattWidth;1106;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.PMAcceptance;1104;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].PMParameter.PMCertainty;1105;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].T;1115;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].X;1112;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].Y;1113;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.PinLowAlignPatternInfo[1].Z;1114;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.Result;733;Result;UNKNOWN;;10027001;;0;0;-2;-2;Result;;
PinAligner.PinAlignDevParameters.PinLowAlignParam.RetryStepSize;734;Auto Searching Range For Pin Low;Gordon;;10022001;micron;500;10000;1;1;Auto searching X/Y range while retry process of pin low mag;;
PinAligner.PinAlignDevParameters.PinPadMatchParam.PinPadMatchToleranceAngle;735;Max Pin-To-Pad Alignment Optimize Angle;Gordon;;10025001;1/10000 ;0;40000;1;1;Maximum allowed Pin-To-Pad_Alignment angle;;
PinAligner.PinAlignDevParameters.PinPadMatchParam.PinPadMatchToleranceX;736;Max PTPA Tolerance X;Gordon;;10025001;micron;0;10000;1;1;Maximum allowed Pin-To-Pad_Alignment tolerance for X;;
PinAligner.PinAlignDevParameters.PinPadMatchParam.PinPadMatchToleranceY;737;Max PTPA Tolerance Y;Gordon;;10025001;micron;0;10000;1;1;Maximum allowed Pin-To-Pad_Alignment tolerance for Y;;
PinAligner.PinAlignDevParameters.PinPadMatchParam.PinPadMatchToleranceZ;738;MaxPTPAToleranceZ;Gordon;;10025001;micron;0;10000;-2;-2;Maximum allowed Pin-To-Pad_Alignment tolerance for Z;;
PinAligner.PinAlignDevParameters.PinPlaneAdjustParam.CompRatio;20000002;Comp. Ratio;EMPTY;EMPTY;10021001;um;0;1.5;100;100;Compensation Ratio. (Actual compensation / Measured Height Diffs.);;
PinAligner.PinAlignDevParameters.PinPlaneAdjustParam.EnablePinPlaneCompensation;20000556;EnablePinPlaneCompensation;EMPTY;EMPTY;10021001;EMPTY;0;0;100;100;Enable / Disable Pin Plane Adjust By Chuck Tilt;;
PinAligner.PinAlignDevParameters.PinPlaneAdjustParam.MaxCompHeight;20000557;MaxCompHeight;EMPTY;EMPTY;10021001;um;0;60;100;100;Maximum Pin Plane Adjust Height;;
PinAligner.PinAlignDevParameters.Type;741;Pin Low Align Type;Gordon;;10022001;;0;0;1;1;Pin low alignment type (Manual teach / Pattern matching);;
PinAligner.PinAlignDevParameters.UserPinHeight;742;Probecard Height Origin;Gordon;;10022001;;0;0;1;1;Probe card height origin (lowest/average/highest);;
PinHighAlignModule.PinHighAlignParameter.PinAlignSettignParameter[0].PinCount;749;Pin Count;UNKNOWN;;;;0;0;0;0;PinCount;;
PinHighAlignModule.PinHighAlignParameter.PinAlignSettignParameter[1].PinCount;763;PinCount;UNKNOWN;;;;0;0;0;0;PinCount;;
PinHighAlignModule.PinHighAlignParameter.PinAlignSettignParameter[2].PinCount;777;PinCount;UNKNOWN;;;;0;0;0;0;PinCount;;
PinHighAlignModule.PinHighAlignParameter.PinAlignSettignParameter[3].PinCount;791;PinCount;UNKNOWN;;;;0;0;0;0;PinCount;;
PinHighAlignModule.PinHighAlignParameter.PinAlignSettignParameter[4].PinCount;805;PinCount;UNKNOWN;;;;0;0;0;0;PinCount;;
